x-axis,1
second,Volt
-8.20942e-05,-0.0125
-8.20902e-05,0.0076005
-8.20862e-05,-0.0125
-8.20822e-05,-0.0125
-8.20782e-05,-0.0125
-8.20742e-05,-0.0125
-8.20702e-05,-0.0125
-8.20662e-05,-0.0125
-8.20622e-05,-0.0125
-8.20582e-05,-0.0125
-8.20542e-05,-0.0125
-8.20502e-05,0.0076005
-8.20462e-05,-0.0125
-8.20422e-05,-0.0125
-8.20382e-05,-0.0125
-8.20342e-05,-0.0125
-8.20302e-05,0.0076005
-8.20262e-05,-0.0125
-8.20222e-05,-0.0125
-8.20182e-05,-0.0125
-8.20142e-05,-0.0125
-8.20102e-05,-0.0125
-8.20062e-05,-0.0125
-8.20022e-05,-0.0125
-8.19982e-05,0.0076005
-8.19942e-05,0.0076005
-8.19902e-05,0.0076005
-8.19862e-05,0.0076005
-8.19822e-05,0.0076005
-8.19782e-05,-0.0125
-8.19742e-05,-0.0125
-8.19702e-05,-0.0125
-8.19662e-05,-0.0125
-8.19622e-05,-0.0125
-8.19582e-05,-0.0125
-8.19542e-05,0.0076005
-8.19502e-05,0.0076005
-8.19462e-05,0.0076005
-8.19422e-05,-0.0125
-8.19382e-05,-0.0125
-8.19342e-05,-0.0125
-8.19302e-05,0.0076005
-8.19262e-05,0.0076005
-8.19222e-05,0.0076005
-8.19182e-05,-0.0125
-8.19142e-05,-0.0125
-8.19102e-05,-0.0125
-8.19062e-05,0.0076005
-8.19022e-05,0.0076005
-8.18982e-05,-0.0125
-8.18942e-05,-0.0125
-8.18902e-05,0.0076005
-8.18862e-05,0.0076005
-8.18822e-05,0.0076005
-8.18782e-05,-0.0125
-8.18742e-05,-0.0125
-8.18702e-05,-0.0125
-8.18662e-05,0.0076005
-8.18622e-05,0.0076005
-8.18582e-05,0.0076005
-8.18542e-05,0.0076005
-8.18502e-05,-0.0125
-8.18462e-05,-0.0125
-8.18422e-05,-0.0125
-8.18382e-05,-0.0125
-8.18342e-05,0.0076005
-8.18302e-05,0.0076005
-8.18262e-05,-0.0125
-8.18222e-05,-0.0125
-8.18182e-05,-0.0125
-8.18142e-05,-0.0125
-8.18102e-05,-0.0125
-8.18062e-05,-0.0125
-8.18022e-05,-0.0125
-8.17982e-05,-0.0125
-8.17942e-05,-0.0125
-8.17902e-05,0.0076005
-8.17862e-05,0.0076005
-8.17822e-05,0.0076005
-8.17782e-05,-0.0125
-8.17742e-05,-0.0125
-8.17702e-05,0.0076005
-8.17662e-05,0.0076005
-8.17622e-05,0.0076005
-8.17582e-05,0.0076005
-8.17542e-05,0.0076005
-8.17502e-05,0.0076005
-8.17462e-05,-0.0125
-8.17422e-05,-0.0125
-8.17382e-05,-0.0125
-8.17342e-05,-0.0125
-8.17302e-05,-0.0125
-8.17262e-05,0.0076005
-8.17222e-05,0.0076005
-8.17182e-05,-0.0125
-8.17142e-05,-0.0125
-8.17102e-05,-0.0125
-8.17062e-05,-0.0125
-8.17022e-05,-0.0125
-8.16982e-05,-0.0125
-8.16942e-05,-0.0125
-8.16902e-05,-0.0125
-8.16862e-05,-0.0125
-8.16822e-05,-0.0125
-8.16782e-05,-0.0125
-8.16742e-05,-0.0125
-8.16702e-05,0.0076005
-8.16662e-05,0.0076005
-8.16622e-05,-0.0125
-8.16582e-05,0.0076005
-8.16542e-05,-0.0125
-8.16502e-05,-0.0125
-8.16462e-05,0.0076005
-8.16422e-05,0.0076005
-8.16382e-05,-0.0125
-8.16342e-05,-0.0125
-8.16302e-05,-0.0125
-8.16262e-05,-0.0125
-8.16222e-05,-0.0125
-8.16182e-05,-0.0125
-8.16142e-05,-0.0125
-8.16102e-05,-0.0326005
-8.16062e-05,-0.0125
-8.16022e-05,-0.0125
-8.15982e-05,-0.0125
-8.15942e-05,-0.0125
-8.15902e-05,-0.0125
-8.15862e-05,-0.0125
-8.15822e-05,-0.0125
-8.15782e-05,-0.0326005
-8.15742e-05,-0.0326005
-8.15702e-05,0.0076005
-8.15662e-05,0.0076005
-8.15622e-05,0.0076005
-8.15582e-05,-0.0125
-8.15542e-05,-0.0125
-8.15502e-05,-0.0125
-8.15462e-05,-0.0125
-8.15422e-05,-0.0125
-8.15382e-05,0.0076005
-8.15342e-05,0.0076005
-8.15302e-05,-0.0125
-8.15262e-05,0.0076005
-8.15222e-05,0.0076005
-8.15182e-05,-0.0125
-8.15142e-05,-0.0125
-8.15102e-05,-0.0125
-8.15062e-05,-0.0125
-8.15022e-05,-0.0125
-8.14982e-05,-0.0125
-8.14942e-05,-0.0125
-8.14902e-05,0.0076005
-8.14862e-05,0.0076005
-8.14822e-05,0.0076005
-8.14782e-05,0.0076005
-8.14742e-05,-0.0125
-8.14702e-05,-0.0125
-8.14662e-05,-0.0125
-8.14622e-05,0.0076005
-8.14582e-05,0.0076005
-8.14542e-05,0.0076005
-8.14502e-05,0.0076005
-8.14462e-05,-0.0125
-8.14422e-05,-0.0125
-8.14382e-05,-0.0125
-8.14342e-05,-0.0125
-8.14302e-05,-0.0125
-8.14262e-05,-0.0125
-8.14222e-05,0.0076005
-8.14182e-05,-0.0125
-8.14142e-05,-0.0125
-8.14102e-05,-0.0125
-8.14062e-05,-0.0125
-8.14022e-05,0.0076005
-8.13982e-05,-0.0125
-8.13942e-05,-0.0125
-8.13902e-05,-0.0125
-8.13862e-05,-0.0125
-8.13822e-05,-0.0125
-8.13782e-05,0.0076005
-8.13742e-05,-0.0125
-8.13702e-05,0.0076005
-8.13662e-05,0.0076005
-8.13622e-05,0.0076005
-8.13582e-05,-0.0125
-8.13542e-05,-0.0125
-8.13502e-05,-0.0125
-8.13462e-05,0.0076005
-8.13422e-05,0.0076005
-8.13382e-05,0.0076005
-8.13342e-05,-0.0125
-8.13302e-05,-0.0125
-8.13262e-05,0.0076005
-8.13222e-05,0.0076005
-8.13182e-05,0.0076005
-8.13142e-05,-0.0125
-8.13102e-05,-0.0125
-8.13062e-05,-0.0125
-8.13022e-05,-0.0125
-8.12982e-05,-0.0125
-8.12942e-05,-0.0125
-8.12902e-05,-0.0125
-8.12862e-05,-0.0125
-8.12822e-05,0.0076005
-8.12782e-05,-0.0125
-8.12742e-05,-0.0125
-8.12702e-05,0.0076005
-8.12662e-05,-0.0125
-8.12622e-05,-0.0125
-8.12582e-05,-0.0125
-8.12542e-05,-0.0125
-8.12502e-05,0.0076005
-8.12462e-05,0.0076005
-8.12422e-05,-0.0125
-8.12382e-05,-0.0125
-8.12342e-05,-0.0125
